4015.0,168.0,0.0,22.8988,23.5,72.0,19.4188,32.0,4.0,45.0,0.0,1.02222,0.0,5.0,1.42187,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,18.0,1012.0,0.0,1.0,199.0,11.0,8.0,6.0,0.0,2.0,0.0,0.0510204,4.0,175.761,576.992,391.604,1349.0,464.244,4.0,1.0,4.75,3.5,11.0,3.76663,299.0,1.0,4.86288,1.0,27.0,5.73885,49.0,1.0,10.1633,7.0,27.0,8.12742,78.0,2.0,2.01282,2.0,3.0,0.1125,1.0,0.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,28.0,17.0,6.0,26.0,5.0,50.0,6.0,18.0,6.0,5.0,45.0,0.0,62.0,45.0,64.0,45.0,71.0
3129.0,138.0,0.0,21.6739,23.0,71.0,18.5742,28.0,4.0,35.0,0.0,0.828571,0.0,4.0,1.27584,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,790.0,0.0,1.0,199.0,8.0,8.0,6.0,0.0,2.0,0.0,0.0586907,4.0,167.586,392.63,351.284,700.366,204.105,4.0,1.0,4.0,3.5,8.0,2.54951,232.0,1.0,4.84483,1.0,27.0,6.04951,46.0,1.0,10.413,7.0,27.0,8.28717,58.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,26.0,15.0,3.0,22.0,5.0,37.0,3.0,16.0,3.0,5.0,26.0,0.0,48.0,26.0,57.0,26.0,57.0
3915.0,160.0,0.0,23.4688,26.0,69.0,17.621,23.0,4.0,42.0,0.0,0.642857,0.0,4.0,1.21148,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,810.0,0.0,1.0,199.0,9.0,8.0,6.0,0.0,2.0,0.0,0.0757576,4.0,260.056,614.316,665.112,866.984,236.755,4.0,1.0,5.25,5.5,9.0,3.03109,351.0,1.0,4.4359,2.0,27.0,5.63574,53.0,1.0,8.69811,6.0,27.0,7.96356,71.0,2.0,2.01878,2.0,2.66667,0.110304,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,50.0,20.0,3.0,32.0,5.0,56.0,3.0,21.0,3.0,5.0,26.0,0.0,74.0,26.0,115.0,26.0,74.0
4300.0,169.0,0.0,24.4438,26.0,69.0,18.1124,23.0,4.0,45.0,0.0,0.755556,0.0,4.0,1.31918,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,18.0,813.0,0.0,1.0,199.0,11.0,8.0,6.0,0.0,2.0,0.0,0.0618557,4.0,260.056,725.413,800.798,1040.0,285.877,4.0,1.0,6.0,6.5,10.0,3.67423,399.0,1.0,4.29323,2.0,27.0,5.75539,56.0,1.0,8.25,6.0,27.0,7.96925,81.0,2.0,2.01646,2.0,2.66667,0.103455,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,85.0,23.0,4.0,38.0,5.0,63.0,4.0,24.0,4.0,5.0,34.0,0.0,92.0,34.0,133.0,34.0,83.0
2885.0,129.0,0.0,21.3643,23.0,69.0,18.0241,24.0,4.0,34.0,0.0,0.441176,0.0,3.0,0.880881,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,784.0,0.0,1.0,199.0,8.0,8.0,6.0,0.0,2.0,0.0,0.0477454,4.0,166.908,331.187,338.208,481.421,115.666,4.0,1.0,3.25,3.5,5.0,1.47902,211.0,1.0,4.9763,1.0,27.0,6.57904,46.0,1.0,10.0435,7.0,27.0,8.42346,52.0,2.0,2.01923,2.0,3.0,0.137335,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,38.0,12.0,2.0,16.0,5.0,30.0,2.0,13.0,2.0,5.0,16.0,0.0,50.0,16.0,56.0,16.0,50.0
3341.0,145.0,0.0,22.0414,26.0,83.0,18.2481,24.0,4.0,39.0,0.0,0.538462,0.0,4.0,1.03394,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,784.0,0.0,1.0,199.0,8.0,8.0,6.0,0.0,2.0,0.0,0.0561555,4.0,315.501,400.475,339.028,608.345,120.558,4.0,1.0,3.5,4.0,5.0,1.5,254.0,1.0,5.21654,1.0,27.0,6.82662,46.0,1.0,9.97826,7.0,27.0,8.48653,61.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,52.0,13.0,5.0,16.0,5.0,34.0,5.0,14.0,5.0,5.0,18.0,0.0,64.0,18.0,76.0,18.0,55.0
3059.0,128.0,0.0,22.8984,24.5,71.0,18.7899,23.0,4.0,30.0,0.0,0.733333,0.0,4.0,1.36463,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,787.0,0.0,1.0,199.0,8.0,8.0,6.0,0.0,2.0,0.0,0.0770833,4.0,356.617,410.717,389.302,507.647,58.2946,4.0,1.0,4.5,5.5,6.0,2.06155,251.0,1.0,4.37052,2.0,27.0,5.83387,54.0,1.0,9.61111,6.0,27.0,8.32759,53.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,35.0,17.0,3.0,26.0,5.0,39.0,3.0,18.0,3.0,5.0,19.0,0.0,51.0,19.0,78.0,19.0,56.0
3511.0,147.0,0.0,22.8844,27.0,82.0,18.4647,26.0,4.0,38.0,0.0,0.552632,0.0,3.0,0.908943,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,783.0,0.0,1.0,199.0,8.0,8.0,6.0,0.0,2.0,0.0,0.0589474,4.0,318.595,414.353,375.377,588.063,108.801,4.0,1.0,3.5,4.0,5.0,1.65831,267.0,1.0,5.50187,2.0,27.0,6.65263,42.0,1.0,10.6429,8.0,27.0,8.46511,57.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,50.0,13.0,3.0,16.0,5.0,38.0,3.0,14.0,3.0,5.0,18.0,0.0,73.0,18.0,78.0,18.0,54.0
3355.0,146.0,0.0,21.9795,19.5,69.0,17.6513,23.0,4.0,34.0,0.0,0.470588,0.0,3.0,0.946675,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,22.0,882.0,0.0,1.0,199.0,15.0,8.0,6.0,0.0,2.0,0.0,0.0821355,4.0,260.056,433.81,442.79,589.606,148.972,4.0,1.0,4.25,4.5,7.0,2.16506,263.0,1.0,4.57414,2.0,27.0,5.77009,47.0,1.0,9.31915,6.0,27.0,8.19472,56.0,2.0,2.0506,2.0,2.66667,0.166427,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,40.0,16.0,3.0,24.0,5.0,42.0,3.0,17.0,3.0,5.0,16.0,0.0,55.0,16.0,83.0,16.0,58.0
4439.0,186.0,0.0,22.8656,26.0,69.0,16.4826,30.0,4.0,53.0,0.0,0.54717,0.0,3.0,0.902116,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,786.0,0.0,1.0,199.0,8.0,8.0,6.0,0.0,2.0,0.0,0.0919881,4.0,166.908,648.1,672.988,1079.52,323.628,4.0,1.0,3.75,3.0,8.0,2.58602,389.0,1.0,5.12082,1.0,27.0,6.33214,49.0,1.0,9.44898,6.0,27.0,8.45169,73.0,2.0,2.0,2.0,2.0,0.0,10.0,0.0,42.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,81.0,14.0,2.0,20.0,5.0,41.0,2.0,15.0,2.0,5.0,32.0,0.0,92.0,32.0,123.0,32.0,73.0
